10 0.000191
100 0.000235
127 0.000174
128 0.000176
200 0.000253
255 0.000283
256 0.000294
500 0.000920
511 0.002451
512 0.003400
1000 0.004478
1023 0.009074
1024 0.012573
2000 0.019143
2047 0.036492
2048 0.050385
