10 1.719345e-02
100 1.194167e-03
127 1.093879e-03
128 9.156894e-04
200 7.725517e-04
255 1.253632e-03
256 1.332275e-03
500 1.155280e-03
511 1.986409e-03
512 3.108666e-03
1000 1.953739e-03
1023 2.595456e-03
1024 9.227765e-04
2000 1.885395e-03
2047 2.487427e-03
2048 2.634287e-03
